Dataseed	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	dataset_kwargs	use_full_mfcc	test_operators	ontology	# insts (TRAIN)	# insts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,51,half,all)train_accuracy	RF(0.7,51,half,all)K	RF(0.7,51,half,all)accuracy	RF(0.7,51,half,all)macro_sensitivity	RF(0.7,51,half,all)safe_macro_sensitivity	RF(0.7,51,half,all)safe_macro_specificity	RF(0.7,51,half,all)safe_macro_PPV	RF(0.7,51,half,all)safe_macro_NPV	RF(0.7,51,half,all)safe_macro_F1	RF(0.7,51,half,all)oob_error	RF(0.7,51,half,all)n_nodes	RF(0.7,51,half,all)σ² train_accuracy	RF(0.7,51,half,all)σ² K	RF(0.7,51,half,all)σ² accuracy	RF(0.7,51,half,all)σ² macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_specificity	RF(0.7,51,half,all)σ² safe_macro_PPV	RF(0.7,51,half,all)σ² safe_macro_NPV	RF(0.7,51,half,all)σ² safe_macro_F1	RF(0.7,51,half,all)σ² oob_error	RF(0.7,51,half,all)σ² n_nodes	RF(0.7,51,half,all)t	RF(0.7,51,half,all)hash	
6	autocor	300	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.042	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.042	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.043	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	56.25	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.09	0.0	1.338	("d0a5fe8a47abde52ef8580a78bce941032b48b3de3a68bbfdaea4d47c21d6a27", "3d5cd77b9aed97bcf6bd08dc96893dd0cb474dd93f427e55f500cb8b7a0150a4", "61101f4094baa9a1861c2fc070ef3258175e4ba1498e0b4cbc0bf8ed2692df9d", "4fc2d96e71b91efa655464966bdc3396a61f83b3abfc56166029f2872ec6f240", "bef48b78dc9f8d810dd72916cebbe12f028eb0c2744c837e299d5bb03d20641d")	
7	autocor	300	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.04	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.045	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.044	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	56.2	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.09	0.0	1.117	("92395783c0b4f81433beb5be26722431f6c728fdaf0f999b9f15c47f5bb41a90", "3d5cd77b9aed97bcf6bd08dc96893dd0cb474dd93f427e55f500cb8b7a0150a4", "61101f4094baa9a1861c2fc070ef3258175e4ba1498e0b4cbc0bf8ed2692df9d", "4fc2d96e71b91efa655464966bdc3396a61f83b3abfc56166029f2872ec6f240", "bef48b78dc9f8d810dd72916cebbe12f028eb0c2744c837e299d5bb03d20641d")	
8	autocor	300	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.042	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.088	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.04	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.04	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.04	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	57.39	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.18	0.0	0.895	("92395783c0b4f81433beb5be26722431f6c728fdaf0f999b9f15c47f5bb41a90", "3d5cd77b9aed97bcf6bd08dc96893dd0cb474dd93f427e55f500cb8b7a0150a4", "61101f4094baa9a1861c2fc070ef3258175e4ba1498e0b4cbc0bf8ed2692df9d", "6fd27d9ee53c49ac448c13c528346971ff97d72cd7d2d2f064f16c44575318d9", "bef48b78dc9f8d810dd72916cebbe12f028eb0c2744c837e299d5bb03d20641d")	
9	autocor	300	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.04	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.04	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.042	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	56.3	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.09	0.0	1.027	("d0a5fe8a47abde52ef8580a78bce941032b48b3de3a68bbfdaea4d47c21d6a27", "9cf011b2d99c78a188573864320f763d48062a6c26f1495b4b263a0a0116928c", "61101f4094baa9a1861c2fc070ef3258175e4ba1498e0b4cbc0bf8ed2692df9d", "4fc2d96e71b91efa655464966bdc3396a61f83b3abfc56166029f2872ec6f240", "bef48b78dc9f8d810dd72916cebbe12f028eb0c2744c837e299d5bb03d20641d")	
10	autocor	300	700	semitone	8000	false	stump_with_memoization	("c",1,false,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	368	92	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.105	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.04	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.04	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.041	7c6f2457c6dbc01a68bcd5697144ceb9e651c2c568f96291a59494692a2e4bf4	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	56.3	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.1	0.0	0.833	("92395783c0b4f81433beb5be26722431f6c728fdaf0f999b9f15c47f5bb41a90", "9cf011b2d99c78a188573864320f763d48062a6c26f1495b4b263a0a0116928c", "da44d5953cb9c2fac686312091084ad031e4604d6464b18f3c31d069625c0c99", "4fc2d96e71b91efa655464966bdc3396a61f83b3abfc56166029f2872ec6f240", "bef48b78dc9f8d810dd72916cebbe12f028eb0c2744c837e299d5bb03d20641d")	
1	fft	200	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.42	0.0	0.224	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "198e841a1f975c542861448b2a52f8a3725b00b48c02bd52363c0ff28f3afa12", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
2	fft	200	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.111	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.012	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.5	0.0	0.212	("8106b79e7f51c1f6a7b7dcf03ab7e3dd564fb3af4325539853fceeb6c8ebbe36", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
3	fft	200	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	63.82	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.46	0.0	0.357	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
4	fft	200	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.47	0.0	0.4	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "3e35aeb0fe4a6c6c509adf8236d544c79db5500a243688e4ae0fcf3d88072f2e")	
5	fft	200	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.46	0.0	0.237	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "8b8ac89cc62aa50fd206fc3e95b20933b4b45082791c928ea7faf971856770f3", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
6	fft	200	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	64.0	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.46	0.0	0.235	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "8b8ac89cc62aa50fd206fc3e95b20933b4b45082791c928ea7faf971856770f3", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
7	fft	200	600	semitone	8000	false	stump_with_memoization	("c",2,true,"KDD-norm-partitioned-v1-cough",["NG","Normalize","RemSilence"])	30	(50,30,20)	false	TestOp_80	IA	110	28	[60]	[(3,)]	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.013	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	0.0	100.0	NaN	50.0	0.0	1	0.014	76b4527b637347360650f6bd4eb226504c1fb0cbc1b371b70a89aec91f25c462	50.0	0.0	50.0	50.0	60.0	40.0	NaN	NaN	40.0	63.82	5100.0	0.0	0.0	0.0	0.0	30.0	30.0	NaN	NaN	13.33	0.46	0.0	0.319	("d5fb6acbabe417a618f0f2aa3c500c598e5ec1833c2f40cd5528feb6485859ea", "8a09ade714542222519d3cf294faf1989b3a425b3267728f9f3c0f175b4a0ab4", "9e8ce64511bfb8ef7c18d1df7cd83c33b51ea873afe112a949c7d779f8a1ef6d", "58bec8aa5bf1b0306b452676f40d3a980b16abfa9a5146e5b1e37693ba80baef", "0a8d923c66567590b3b59e502b3e6a62b29f4b24943ed2bc6bb1cfe74becd357")	
